Id,url,urlComes,time
681,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520%2522L%2522&Type=High%2520Quality&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:14.613132
682,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_Complete=1&LH_PrefLoc=2&LH_Sold=1&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520%2522L%2522&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:14.744887
683,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520%2522L%2522&Type=Standard&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:14.795981
684,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520%2522L%2522&Type=Image%2520Stabilization&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:14.875405
685,http://www.ebay.com.au/p/canon-ef-70-200mm-f-2-8-l-is-ii-usm-lens/87714806?iid=112362886711,http://www.ebay.com.au/p/canon-ef-70-200mm-f-2-8-l-is-ii-usm-lens/87714806?iid=112362886711,2017-04-09 04:35:14.936965
686,http://www.ebay.com.au/itm/Canon-EF-70-200mm-f-2-8-F2-8-L-IS-II-USM-Lens-NEW-USA-/200906631975?hash=item2ec6f7eb27%3Ag%3AMH8AAOSw5cNYf9By,http://www.ebay.com.au/itm/Canon-EF-70-200mm-f-2-8-F2-8-L-IS-II-USM-Lens-NEW-USA-/200906631975?hash=item2ec6f7eb27%3Ag%3AMH8AAOSw5cNYf9By,2017-04-09 04:35:14.995944
687,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Compatible%2520Brand=%21&Focal%2520Length=70%252D200mm&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520%2522L%2522&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:15.746762
688,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&LH_Complete=1&LH_PrefLoc=2&LH_Sold=1&Maximum%2520Aperture=f%252F2%252E8&Series=Canon%2520%2522L%2522&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:16.165062
689,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Type=High%2520Quality&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:16.494365
690,http://enable-javascript.com/,http://www.ebay.com.au/sch/Lenses/3323/i.html?Brand=Canon&Focal%2520Length=70%252D200mm&Focal%2520Length%2520Type=Zoom&LH_PrefLoc=2&Maximum%2520Aperture=f%252F2%252E8&Series=%21&_dcat=3323&_sop=18&rt=nc,2017-04-09 04:35:16.579571
